Respondent ID,Division,Which of the following best describes your position level?,Which generation are you apart of?,Please select the gender in which you identify.,Which duration range best aligns with your tenure at your company?,Which of the following best describes your employment type?,Question - Subquestion,Answer,Total Respondants,Same Answers
2696474434,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
6316782091,Finance,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
4625088666,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
2618791107,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
1627698070,Port Operations,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
9748686287,People,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
6206953310,Executive,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
9183378071,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
3868607625,Legal,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
6909546929,Finance,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
6665212340,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
3530464299,Legal,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
6983214026,Infrastructure,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
6080354155,Executive,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
6796580906,Finance,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
1426184525,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
5953471955,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
3933988341,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
8253262223,People,Department Lead,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 24 - Response 2,Answer 7,110,20
2455127238,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
6904821010,Construction ,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
3536054852,Commercial,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
7276390477,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
9806832932,Executive,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
4228546491,Information Technology,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
5488107363,People,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
7164689614,Port Security & Emergency Operations,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
1892199000,Infrastructure,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
2065485156,Port Security & Emergency Operations,Chief / Executive,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
9298970467,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
7447366993,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
5282809243,Finance,Staff,Generation Z (born 2001 or later),Female,0-2 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
1338692945,Infrastructure,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
3966690436,Infrastructure,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
2254451126,Port Security & Emergency Operations,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 24 - Response 2,Answer 8,110,16
3356802928,Port Operations,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
2273018449,Finance,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
8585347438,Infrastructure,Manager,Prefer not to answer,Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
5202048947,People,Staff,Generation X (born between 1965-1980),Prefer not to answer,3-5 years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
3184415812,Port Operations,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
1859209548,Infrastructure,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
6665212340,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
3206389468,Commercial,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
6841338036,Executive,Chief / Executive,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
8046048988,Commercial,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
1426184525,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
3933988341,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
5157705612,Finance,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 24 - Response 3,Answer 1,105,13
5379192392,Infrastructure,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
6904821010,Construction ,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
1587370284,Finance,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
1948472863,People,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
5297870739,Commercial,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
3868607625,Legal,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
7819918439,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
3564004995,Infrastructure,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
6909546929,Finance,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
2065485156,Port Security & Emergency Operations,Chief / Executive,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
3966690436,Infrastructure,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
1264208927,Port Security & Emergency Operations,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
1485638866,Infrastructure,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 2,105,13
1905266879,Finance,Staff,Prefer not to answer,Female,0-2 years,Full time Employee,Question 24 - Response 3,Answer 3,105,10
9624253323,Infrastructure,Staff,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 24 - Response 3,Answer 3,105,10
2696474434,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 24 - Response 3,Answer 3,105,10
3618961108,Infrastructure,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 24 - Response 3,Answer 3,105,10
3536054852,Commercial,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 3,105,10
3120678959,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 3,105,10
8708081021,Port Security & Emergency Operations,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 3,105,10
8748263039,Infrastructure,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 24 - Response 3,Answer 3,105,10
7447366993,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 3,105,10
6903105973,Finance,Manager,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 24 - Response 3,Answer 3,105,10
3399511781,Infrastructure,Staff,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
3397360934,Legal,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
9051604151,Commercial,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
4075412109,Finance,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
5044294817,Legal,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
4211032639,Infrastructure,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
1411900712,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
2373830201,Infrastructure,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
5157551249,Information Technology,Staff,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
5350663671,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
5633495172,Infrastructure,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
1962504465,Information Technology,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
9625886165,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
9920755555,Port Operations,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 24 - Response 3,Answer 4,105,14
2855503402,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 24 - Response 3,Answer 5,105,19
5875585727,Information Technology,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 24 - Response 3,Answer 5,105,19
8531180699,People,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 5,105,19
3087114007,Information Technology,Staff,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 24 - Response 3,Answer 5,105,19
7901328134,Information Technology,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 24 - Response 3,Answer 5,105,19
1321967343,Legal,Department Lead,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 24 - Response 3,Answer 5,105,19
4166850362,Infrastructure,Staff,Generation X (born between 1965-1980),Prefer not to answer,10+ years,Full time Employee,Question 24 - Response 3,Answer 5,105,19
9945822370,Finance,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 5,105,19
5081486733,Port Security & Emergency Operations,Manager,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 24 - Response 3,Answer 5,105,19
7276390477,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 5,105,19
1627698070,Port Operations,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 24 - Response 3,Answer 5,105,19
